NAME,Density (g/cm3),Pore limiting diameter (A),Largest cavity diameter (A),Volum. Surface area (m2/cm3),Grav. Surface area (m2/g),Helium void fraction (-),Pore volume (cm3/g),Porosity,Mixture,MF Methane,MF Ethane,MF Ethylene,MF Propane,MF Propylene,MF CO2,MF CO,MF N2,Total grav. Uptake (mol/kg),Total volum. uptake (cm3/cm3),Grav. Uptake Methane (mol/kg),Grav. Uptake Ethane (mol/kg),Grav. Uptake Ethylene (mol/kg),Grav. Uptake Propane (mol/kg),Grav. Uptake Propylene (mol/kg),Grav. Uptake CO2 (mol/kg),Grav. Uptake CO (mol/kg),Grav. Uptake N2 (mol/kg),Volum. Uptake Methane (cm3/cm3),Volum. Uptake Ethane (cm3/cm3),Volum. Uptake Ethylene (cm3/cm3),Volum. Uptake Propane (cm3/cm3),Volum. Uptake Propylene (cm3/cm3),Volum. Uptake CO2 (cm3/cm3),Volum. Uptake CO (cm3/cm3),Volum. Uptake N2 (cm3/cm3),Selectivity Methane/Mixture,Selectivity Ethane/Ethylene,Selectivity Propane/Propylene,Adsorbed MF Methane,Adsorbed MF Ethane,Adsorbed MF Ethylene,Adsorbed MF Propane,Adsorbed MF Propylene,Adsorbed MF CO2,Adsorbed MF CO,Adsorbed MF N2,Qst Methane (kJ/mol),Qst Ethane (kJ/mol),Qst Ethylene (kJ/mol),Qst Propane (kJ/mol),Qst Propylene (kJ/mol),Qst CO2 (kJ/mol),Qst CO (kJ/mol),Qst N2 (kJ/mol),MOF Density (g/cm3),Pore Limiting Diameter (A),Largest Cavity Diameter (A),Volum. Surface Area (m2/cm3),Grav. Surface Area (m2/g),Helium Void Fraction (-),Pore Volume (cm3/g),QST Methane (kJ/mol),QST Ethane (kJ/mol),QST Ethylene (kJ/mol),QST Propane (kJ/mol),QST Propylene (kJ/mol),QST CO2 (kJ/mol),QST CO (kJ/mol),QST N2 (kJ/mol),URL
IJIROI,2.483,3.84,4.86,487.135027,196.174424,0.141919,0.0571,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.2736,70.8884,0.17632806,0.461712332,0.081856572,0.011799852,0.033877333,0.507151136,0.000879752,4.18E-05,9.81402816,25.69788287,4.555954962,0.656753566,1.885537082,28.22690577,0.048965041,0.00232875,0.028357043,2.350210062,1.044933411,13.8,36.2,6.4,0.9,2.6,39.8,0,0,21.45177062,33.09692268,29.98620842,41.80153049,39.41565607,39.04733085,18.1118995,19.19549261,[2.0-4.0],[3.8-4.0),[4.75-5.0),[0-500),[0-250),[0-0.2),[0-0.1),[21-22),[32-34),[28-30),[41-42),[38-40),[36-40),[18-19),[19-20),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IJIROI
IJOMOJ02,1.615,3.28,4.63,689.591009,426.950831,0.253564,0.157,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.9267,69.7488,0.623638717,0.808517309,0.168854856,0.07613837,0.174601136,0.07098607,0.003784229,0.000134763,22.57697201,29.26994773,6.112884369,2.75636165,6.320911227,2.569838068,0.136996681,0.0048787,0.084460843,1.995099337,1.308210898,32.3,41.9,8.7,3.9,9,3.6,0.1,0,19.48294148,29.81777913,27.0070712,39.21090997,37.23407743,24.56826146,16.11836375,15.36649099,[1.6-1.8),[3.2-3.4),[4.5-4.75),[625-750),[250-500),[0.25-0.3),[0.15-0.2),[19-20),[29-30),[27-28),[39-40),[36-38),[24-26),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IJOMOJ02
IJOMOJ04,1.618,3.33,4.57,698.122913,431.415145,0.251388,0.1553,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.9426,70.4583,0.617844855,0.821308322,0.170616679,0.078701427,0.178501607,0.071786985,0.003671181,0.000138276,22.40963777,29.78939107,6.188378736,2.854552315,6.474370252,2.603761002,0.133156149,0.005015363,0.082304998,2.00573475,1.322701145,31.8,42.2,8.7,4,9.1,3.6,0.1,0,19.55037456,29.94058583,27.08026666,39.38851463,37.34609758,24.67827628,16.16114389,15.39584752,[1.6-1.8),[3.2-3.4),[4.5-4.75),[625-750),[250-500),[0.25-0.3),[0.15-0.2),[19-20),[29-30),[27-28),[39-40),[36-38),[24-26),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IJOMOJ04
IJOMOJ06,1.623,3.27,4.63,673.667541,415.07045,0.248449,0.153,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.9211,69.886,0.631594221,0.803721397,0.17033853,0.070897292,0.167257816,0.073341553,0.003800835,0.000137318,22.97634016,29.23803863,6.196630482,2.57912478,6.084559274,2.668042892,0.138268012,0.0049954,0.086435253,1.965990409,1.271640884,32.8,41.8,8.8,3.6,8.7,3.8,0.1,0,19.57866014,29.96655979,27.13884755,39.38038897,37.40248066,24.73926298,16.21524382,15.44685227,[1.6-1.8),[3.2-3.4),[4.5-4.75),[625-750),[250-500),[0.2-0.25),[0.15-0.2),[19-20),[29-30),[27-28),[39-40),[36-38),[24-26),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IJOMOJ06
IJOMOJ07,1.616,3.32,4.56,687.601307,425.58765,0.251093,0.1553,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.9286,69.8406,0.626825134,0.807907361,0.168819729,0.076127193,0.17370314,0.071271883,0.003808819,0.000133805,22.69932679,29.25688875,6.113497973,2.756807173,6.290341811,2.580981007,0.137929405,0.004845512,0.084973564,1.994009055,1.314780939,32.5,41.8,8.7,3.9,9,3.6,0.1,0,19.50457497,29.8733139,27.04783786,39.29695577,37.24081742,24.58713648,16.12089486,15.37508808,[1.6-1.8),[3.2-3.4),[4.5-4.75),[625-750),[250-500),[0.25-0.3),[0.15-0.2),[19-20),[29-30),[27-28),[39-40),[36-38),[24-26),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IJOMOJ07
IKEBUV01,1.287,3.74,4.72,1635.011056,1270.471109,0.424271,0.3296,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.4892,158.338,1.10172779,1.315499638,0.276988313,0.110636048,0.278950657,2.396895673,0.00813245,0.000386556,31.77964944,37.94595882,7.989806175,3.191328072,8.046410532,69.13913304,0.234582827,0.011150305,0.04431294,1.978873558,1.189845358,20,23.9,5,2,5,43.6,0.1,0,17.8856423,27.3884723,24.84039835,35.7124627,33.94424266,31.25043559,15.78150302,15.94477922,[1.2-1.3),[3.6-3.8),[4.5-4.75),[1600-1800),[1250-1500),[0.4-0.45),[0.3-0.35),[17-18),[27-28),[24-26),[30-36),[30-34),[30-32),[14-16),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IKEBUV01
IKEBUV,1.297,3.71,4.69,1610.349656,1241.680701,0.421568,0.325,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.5389,161.0104,1.051183995,1.274478195,0.268973811,0.103582745,0.265464931,2.567088018,0.007797477,0.000348498,30.55680136,37.04772641,7.818782786,3.011040301,7.716783358,74.62251996,0.226664379,0.010130456,0.041335576,1.974291024,1.17058112,18.9,23,4.8,1.8,4.7,46.3,0.1,0,18.02753031,27.55366268,25.01337869,35.89694353,34.12213674,31.76554106,15.90933918,16.08718779,[1.2-1.3),[3.6-3.8),[4.5-4.75),[1600-1800),[1000-1250),[0.4-0.45),[0.3-0.35),[18-19),[27-28),[24-26),[30-36),[34-36),[30-32),[14-16),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IKEBUV
IKETAU,1.551,4.27,5.85,1654.763082,1067.072904,0.374684,0.2415,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.7913,236.0561,0.14195902,0.03904287,0.014895895,0.00040263,0.001999509,6.591885218,0.001099236,4.09E-05,4.934278084,1.357070345,0.517758484,0.013994798,0.069499868,229.1238326,0.038207761,0.001422369,0.003767516,1.092103737,0.604093185,2,0.5,0.2,0,0,97,0,0,18.30848499,28.32802364,25.56194005,37.34919778,35.1248574,58.68699183,16.7291903,20.91993168,[1.5-1.6),[4.25-4.5),[5.75-6.0),[1600-1800),[1000-1250),[0.35-0.4),[0.2-0.25),[18-19),[28-29),[24-26),[36-38),[34-36),[50-60),[16-17),[20-22),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IKETAU
IKETEY,1.616,4.19,5.75,1613.462421,998.57845,0.355237,0.2198,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.7099,243.0019,0.081401762,0.017854143,0.007444967,0.000138247,0.000743017,6.601638704,0.000626039,2.40E-05,2.948012828,0.646598329,0.269623884,0.005006679,0.026908805,239.0822396,0.022672385,0.000870727,0.00216717,0.999228866,0.558182906,1.2,0.2,0.1,0,0,98.3,0,0,18.80580759,29.14287953,26.301843,38.27245113,35.983386,59.7343127,17.07974998,21.1943353,[1.6-1.8),[4.0-4.25),[5.75-6.0),[1600-1800),[750-1000),[0.35-0.4),[0.2-0.25),[18-19),[29-30),[26-27),[38-39),[34-36),[50-60),[17-18),[20-22),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IKETEY
IKETOH,0.88,5.5,12.7,2070.217248,2353.604235,0.716809,0.8145,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.2061,82.9243,1.887266434,1.240288503,0.274592246,0.168754232,0.335714695,0.278649407,0.020047118,0.000794073,37.20785202,24.45254696,5.413643495,3.327024933,6.618685348,5.49363127,0.395233112,0.015655318,0.143626545,1.882015549,1.5080147,44.8,29.4,6.5,4,7.9,6.6,0.4,0,19.86766693,35.01258356,31.28391346,46.36170647,43.84855033,25.34992436,15.44276565,13.92549866,[0.8-1.0),[5.0-6.0),[10.0-18.0],[2000-2200),[2250-2500),[0.7-0.8),[0.8-1.0),[19-20),[34-36),[30-32),[46-50),[42-44),[24-26),[14-16),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IKETOH
IKETOI,1.662,4.17,5.72,1601.568345,963.714903,0.364096,0.219,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.566,244.5775,0.067303567,0.014599491,0.005837709,0.000152442,0.000796691,6.476748228,0.00052901,2.90E-05,2.506997388,0.543817917,0.217449428,0.005678325,0.029676008,241.2530509,0.01970514,0.001081586,0.001827614,1.042039059,0.574031751,1,0.2,0,0,0,98.6,0,0,18.95430042,29.37659872,26.53944476,38.57142845,36.31267295,58.36036232,17.11570403,20.74875969,[1.6-1.8),[4.0-4.25),[5.5-5.75),[1600-1800),[750-1000),[0.35-0.4),[0.2-0.25),[18-19),[29-30),[26-27),[38-39),[36-38),[50-60),[17-18),[20-22),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IKETOI
IKEVAW,1.713,4.11,5.63,1565.431243,913.831691,0.357333,0.2086,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.4953,249.3951,0.044023489,0.009411783,0.003870099,8.36E-05,0.000424494,6.437131903,0.000368581,1.70E-05,1.69032859,0.361375383,0.148596541,0.003211691,0.016298904,247.1605131,0.014152052,0.000652643,0.001204229,1.013301363,0.591148713,0.6,0.1,0,0,0,99.1,0,0,19.28169225,29.9469653,27.0540581,39.21359568,36.91283483,60.00085082,17.4491291,21.52896811,[1.6-1.8),[4.0-4.25),[5.5-5.75),[1400-1600),[750-1000),[0.35-0.4),[0.2-0.25),[19-20),[29-30),[27-28),[39-40),[36-38),[60-70),[17-18),[20-22),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IKEVAW
ILIFOY,1.779,4.15,5.25,786.351842,442.142667,0.234008,0.1315,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.0218,80.5966,0.347067914,1.063849098,0.169891359,0.123724324,0.223895347,0.091669131,0.001670668,5.70E-05,13.83527655,42.40854859,6.772432264,4.93206135,8.92521008,3.654235178,0.066598371,0.002272472,0.036570847,2.609140688,1.657796726,17.1,52.6,8.4,6.1,11,4.5,0,0,22.1279069,34.66907024,31.12949617,46.4968398,43.38168537,29.74140845,18.2005096,17.35500127,[1.6-1.8),[4.0-4.25),[5.25-5.5),[750-875),[250-500),[0.2-0.25),[0.1-0.15),[22-24),[34-36),[30-32),[46-50),[42-44),[28-30),[18-19),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ILIFOY
ILIFUE,1.808,4.07,5.28,768.429838,425.016115,0.231528,0.128,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.0131,81.5816,0.346799733,1.07933411,0.173910705,0.11493401,0.203797431,0.092682466,0.001627129,5.60E-05,14.05388758,43.73948071,7.04764525,4.657643859,8.258790059,3.755911066,0.065938611,0.002270266,0.036727129,2.585939415,1.691886037,17.2,53.6,8.6,5.7,10.1,4.6,0,0,22.51634789,35.27826702,31.68066875,47.35594262,44.16813154,30.50515446,18.51052035,17.65512674,[1.8-2.0),[4.0-4.25),[5.25-5.5),[750-875),[250-500),[0.2-0.25),[0.1-0.15),[22-24),[34-36),[30-32),[46-50),[44-46),[30-32),[18-19),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ILIFUE
ILIGAL,1.843,4.03,5.23,743.818177,403.56724,0.226787,0.123,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.9957,82.4433,0.354407698,1.081772896,0.181529996,0.105918215,0.183661691,0.086720536,0.001586551,5.80E-05,14.64107369,44.68953916,7.499255984,4.37562842,7.587319247,3.582545662,0.065542615,0.002395814,0.038106697,2.482998495,1.730108467,17.7,54.2,9,5.3,9.2,4.3,0,0,23.0246576,36.10587137,32.4447622,48.4792622,45.28308249,29.99798575,18.90155283,17.98491737,[1.8-2.0),[4.0-4.25),[5.0-5.25),[625-750),[250-500),[0.2-0.25),[0.1-0.15),[22-24),[36-38),[32-34),[46-50),[44-46),[28-30),[18-19),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ILIGAL
ILIGEP,1.859,4.04,5.25,746.521516,401.5125,0.227488,0.1223,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.9875,82.8247,0.346635113,1.082079822,0.178994329,0.103429436,0.181852864,0.092802859,0.00161471,4.69E-05,14.44557091,45.09427986,7.459357633,4.310288221,7.57848336,3.867439358,0.067290957,0.001953443,0.03728067,2.518887577,1.706260217,17.4,54.4,9,5.2,9.1,4.6,0,0,23.06055981,36.16026237,32.5045998,48.5717352,45.36024391,31.40709151,18.95399419,18.09412847,[1.8-2.0),[4.0-4.25),[5.25-5.5),[625-750),[250-500),[0.2-0.25),[0.1-0.15),[22-24),[36-38),[32-34),[46-50),[44-46),[30-32),[18-19),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ILIGEP
ILOJOJ,1.278,4.17,5.42,720.432441,563.531701,0.246638,0.1929,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.1587,61.8563,0.531915151,0.797236339,0.151700043,0.17113329,0.279799891,0.223281624,0.00350065,0.000121295,15.24179681,22.8444598,4.346898622,4.903749841,8.017543921,6.39803762,0.10030959,0.003475665,0.05770158,2.189727837,1.834882312,24.6,36.9,7,7.9,12.9,10.3,0.1,0,20.21404469,31.1255263,28.05597795,41.60816243,38.96185444,27.24692072,16.75990371,15.91725822,[1.2-1.3),[4.0-4.25),[5.25-5.5),[625-750),[500-750),[0.2-0.25),[0.15-0.2),[20-21),[30-32),[28-30),[41-42),[38-40),[26-28),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ILOJOJ
INIQUR,1.163,3.73,5.86,694.288369,596.855645,0.239494,0.2059,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.7521,45.682,0.541847669,0.437601272,0.094310673,0.060230132,0.107135187,0.506174138,0.00460456,0.000185114,14.12754472,11.40953794,2.458953558,1.570374734,2.793325932,13.19743202,0.12005426,0.004826467,0.079009198,1.93333222,1.686564444,30.9,24.9,5.3,3.4,6.1,28.8,0.2,0,16.08990884,24.4074104,22.0649772,32.38893229,30.33783301,30.48846573,13.60218287,13.69544377,[1.1-1.2),[3.6-3.8),[5.75-6.0),[625-750),[500-750),[0.2-0.25),[0.2-0.25),[16-17),[24-26),[20-24),[30-36),[30-34),[30-32),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=INIQUR
INIRAY,1.15,4.01,5.86,784.340282,682.003351,0.255075,0.2218,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.6502,42.5374,0.611060031,0.494294401,0.106705497,0.070121202,0.123800277,0.238761253,0.005221232,0.000227772,15.75145899,12.7415599,2.750576321,1.807533104,3.191233084,6.154613119,0.134589115,0.005871337,0.103773304,1.930134878,1.699217565,37,29.9,6.4,4.2,7.5,14.4,0.3,0,15.61953879,23.65982434,21.41545311,31.35866915,29.39428124,26.36837493,13.14722554,13.03779123,[1.1-1.2),[4.0-4.25),[5.75-6.0),[750-875),[500-750),[0.25-0.3),[0.2-0.25),[14-16),[20-24),[20-24),[30-36),[25-30),[26-28),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=INIRAY
INOVEN,1.111,4.66,6.21,2189.049226,1969.986867,0.603259,0.5429,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,7.244,180.4221,1.188142631,1.332589603,0.291798292,0.185726874,0.375865636,3.861355822,0.008210087,0.000316183,29.59236489,33.19002007,7.267647252,4.625789259,9.361462798,96.17250275,0.204483779,0.007874985,0.034623017,1.902840707,1.482393092,16.4,18.3,4,2.5,5.1,53.3,0.1,0,17.61953841,27.41634692,24.77614451,36.42261968,34.5417823,48.96955492,15.04093794,16.56001268,[1.1-1.2),[4.5-4.75),[6.0-6.5),[2000-2200),[1750-2000),[0.6-0.7),[0.5-0.6),[17-18),[27-28),[24-26),[36-38),[34-36),[45-50),[14-16),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=INOVEN
IPIDAN,1.446,3.01,5.13,437.288565,302.405566,0.30269,0.2093,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.0489,98.8186,0.810950175,1.172939973,0.244790736,0.158675106,0.284160495,0.372852814,0.00441455,0.00010362,26.28399706,38.01657826,7.934000377,5.142875785,9.210027734,12.08466632,0.143081559,0.003358472,0.063946767,1.996501158,1.675198795,26.5,38.4,8,5.2,9.3,12.2,0.1,0,27.11119911,42.72324798,38.50362554,56.48864492,53.05701713,41.31983004,22.89194203,22.08196225,[1.4-1.5),[3.0-3.2),[5.0-5.25),[0-500),[250-500),[0.3-0.35),[0.2-0.25),[24-30),[40-65],[36-40),[55-60),[50-60),[40-45),[22-26),[22-26),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IPIDAN
IPIDUH,1.56,3.17,4.63,756.865627,482.82267,0.320754,0.2056,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.3755,83.4656,0.588610186,0.596909835,0.122486014,0.097520335,0.183383338,0.782450758,0.004001771,0.000151026,20.68129837,20.9729133,4.303645883,3.426456411,6.443322949,27.49204474,0.140605479,0.005306404,0.058129838,2.030537388,1.595352168,24.7,25.1,5.1,4.1,7.7,32.9,0.1,0,20.85385528,32.11191737,29.05033556,42.57302146,40.42940331,37.59766041,17.87273667,17.69139841,[1.5-1.6),[3.0-3.2),[4.5-4.75),[750-875),[250-500),[0.3-0.35),[0.2-0.25),[20-21),[32-34),[28-30),[42-46),[40-42),[36-40),[17-18),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IPIDUH
IPIFAP,1.434,5.12,6.24,1283.28841,889.291987,0.383038,0.2671,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.9505,63.0893,0.893964214,0.599446552,0.133401771,0.085116614,0.147330731,0.083816897,0.007205935,0.000265524,28.91471554,19.38872527,4.314797186,2.753043846,4.765320694,2.711005299,0.233071463,0.0085882,0.149309839,1.872309446,1.733174337,45.8,30.7,6.8,4.3,7.5,4.2,0.3,0,15.04021458,22.30840929,20.25755634,29.55881477,27.66162355,17.6446096,12.3692208,11.6116559,[1.4-1.5),[5.0-6.0),[6.0-6.5),[1200-1400),[750-1000),[0.35-0.4),[0.25-0.3),[14-16),[20-24),[20-24),[25-30),[25-30),[10-20),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IPIFAP
IPIJUM,1.736,4.1,5.46,1410.45876,812.669791,0.39663,0.2284,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.573,177.8949,0.22100116,0.093156101,0.025316791,0.006998303,0.016276534,4.207830588,0.002277971,0.000111159,8.59725339,3.623902247,0.984858491,0.272243744,0.63317987,163.6904791,0.088616252,0.00432423,0.008961511,1.533173836,1.289888189,4.8,2,0.5,0.1,0.3,92,0,0,16.41212617,24.53228887,22.32142522,32.38166779,30.49755045,45.97021423,15.80006937,18.74673221,[1.6-1.8),[4.0-4.25),[5.25-5.5),[1400-1600),[750-1000),[0.35-0.4),[0.2-0.25),[16-17),[24-26),[20-24),[30-36),[30-34),[45-50),[14-16),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IPIJUM
IQEWOQ,1.588,3.3,4.82,764.48304,481.377343,0.266641,0.1679,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.0069,71.4359,0.557559052,0.883516897,0.16932078,0.110482883,0.218842127,0.063603151,0.003394949,0.000131251,19.84686788,31.44966093,6.027141217,3.932747896,7.789902749,2.264017287,0.120846561,0.004671991,0.067890233,2.174169297,1.514555967,27.7,44,8.4,5.5,10.9,3.1,0.1,0,19.1863034,29.56980204,26.69469809,39.08618295,36.79882885,24.16912026,15.87686481,15.14398117,[1.5-1.6),[3.2-3.4),[4.75-5.0),[750-875),[250-500),[0.25-0.3),[0.15-0.2),[19-20),[29-30),[26-27),[39-40),[36-38),[24-26),[14-16),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IQEWOQ
IQIJIC,1.164,3.54,4.6,486.196832,417.553112,0.239497,0.2057,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.399,62.6107,0.636780355,0.961058998,0.191513845,0.134416066,0.319587596,0.152165453,0.003368801,0.000103252,16.6191556,25.08241487,4.998267236,3.508087991,8.340828913,3.97132437,0.0879214,0.002694755,0.06376808,2.090925855,1.261776747,26.5,40,7.9,5.6,13.3,6.3,0.1,0,23.08087484,35.39026694,32.0827054,46.53832866,44.45391053,29.67425743,19.26578707,18.17659314,[1.1-1.2),[3.4-3.6),[4.5-4.75),[0-500),[250-500),[0.2-0.25),[0.2-0.25),[22-24),[34-36),[32-34),[46-50),[44-46),[28-30),[19-20),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IQIJIC
IRISAD01,2.123,3.08,3.42,93.555829,44.074384,0.263283,0.124,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.0332,96.7342,0.155181599,0.003909014,0.004472301,4.60E-07,4.55E-05,1.862473233,0.00685226,0.000248104,7.383184495,0.185981909,0.212781841,2.19E-05,0.002164105,88.61220412,0.326014832,0.011804211,0.014581989,0.364187385,0.030306228,7.6,0.1,0.2,0,0,91.6,0.3,0,16.39608718,22.43711864,23.12270199,23.30083423,26.24394651,35.27329367,19.8096498,19.08468114,[2.0-4.0],[3.0-3.2),[3.4-4.0),[0-500),[0-250),[0.25-0.3),[0.1-0.15),[16-17),[20-24),[20-24),[20-25),[25-30),[34-36),[19-20),[19-20),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IRISAD01
IRMOF-1,0.593,7.31,14.85,2178.496217,3671.236768,0.801044,1.3508,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.0327,40.3366,1.870579934,0.628221571,0.175629533,0.040904465,0.092478036,0.197817606,0.026076972,0.001034929,24.8793818,8.355571466,2.33593557,0.544044004,1.229990939,2.631044867,0.346833046,0.01376493,0.284041318,1.490404169,1.326946371,61.6,20.7,5.7,1.3,3,6.5,0.8,0,10.53131442,15.98205747,14.61126747,20.64245318,19.83162927,14.91362263,9.08578483,8.34458284,[0.4-0.6),[7.0-8.0),[10.0-18.0],[2000-2200),[3500-4000),[0.8-0.9],[1.0-1.5),[7-12),[10-20),[0-15),[20-25),[10-20),[10-20),[5-10),[2-10),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IRMOF-1
IRMOF-6,0.653,5.93,14.82,2073.169055,3175.675131,0.753777,1.1543,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.0058,58.6144,2.177620728,1.009633019,0.259737389,0.089329912,0.188562933,0.253305305,0.026536767,0.001048677,31.86396299,14.77342163,3.800598716,1.307116964,2.759140853,3.706481464,0.388298366,0.015344735,0.210204398,1.619637537,1.421221714,54.3,25.2,6.4,2.2,4.7,6.3,0.6,0,12.02969458,18.47257718,16.84595173,24.00130608,23.0386236,16.58883303,10.30338221,9.44301897,[0.6-0.8),[5.0-6.0),[10.0-18.0],[2000-2200),[3000-3500),[0.7-0.8),[1.0-1.5),[12-14),[10-20),[15-20),[20-25),[20-25),[10-20),[10-14),[2-10),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IRMOF-6
IRMOF-7,0.709,4.06,10.52,2470.666568,3482.780344,0.715558,1.0092,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.7347,75.2836,2.523313689,1.208275306,0.31659149,0.094271997,0.210438364,0.352058279,0.028674467,0.001086772,40.12159551,19.21201209,5.033918602,1.498958663,3.346045701,5.597853307,0.45593434,0.017280058,0.201361726,1.590213444,1.343937408,53.2,25.5,6.6,1.9,4.4,7.4,0.6,0,12.93224395,18.98860562,17.55581933,23.86899973,23.07200995,18.08011703,11.17168143,10.20008824,[0.6-0.8),[4.0-4.25),[10.0-18.0],[2400-2600),[3000-3500),[0.7-0.8),[1.0-1.5),[12-14),[10-20),[15-20),[20-25),[20-25),[10-20),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IRMOF-7
ISENUQ,1.304,3.66,5.54,961.824585,737.330078,0.333301,0.2555,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.8109,111.4246,0.846300396,0.760812301,0.173923683,0.123347445,0.226561057,1.674210297,0.005594156,0.000157244,24.74442491,22.24489432,5.085241054,3.606475425,6.624270882,48.95114217,0.163563887,0.00459755,0.050376718,1.822667966,1.633300701,22.2,19.9,4.5,3.2,5.9,43.9,0.1,0,20.21852445,30.84861259,27.86778744,40.795405,38.37865261,68.73662992,18.09602181,26.32124678,[1.3-1.4),[3.6-3.8),[5.5-5.75),[875-1000),[500-750),[0.3-0.35),[0.25-0.3),[20-21),[30-32),[27-28),[40-41),[38-40),[60-70),[18-19),[26-30),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ISENUQ
ISEQIH,1.748,4.38,5.17,688.470178,393.891892,0.179886,0.1029,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.9583,76.7201,0.136504873,0.076265534,0.019449918,0.011470259,0.022745908,1.690576302,0.001235202,6.49E-05,5.347799862,2.987826022,0.761982095,0.449365995,0.891107845,66.23106921,0.048391044,0.002541381,0.013222631,1.633801526,1.512833711,6.9,3.8,0.9,0.5,1.1,86.3,0,0,20.19232272,30.93788199,27.89772645,41.75345699,39.0658611,46.12662395,17.98289801,19.87587327,[1.6-1.8),[4.25-4.5),[5.0-5.25),[625-750),[250-500),[0-0.2),[0.1-0.15),[20-21),[30-32),[27-28),[41-42),[38-40),[45-50),[17-18),[19-20),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ISEQIH
